Country,Liga,TeamA,TeamB,Date,Time,1,X,2,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,0,0,0,
